Latitude,Longitude,Country,Extreme Annual Mean Min Dry Bulb Temperature,Extreme Annual Standard Deviation Min Dry Bulb Temperature,20-Year Return Period Extreme Min Dry Bulb Temperature,50-Year Return Period Extreme Min Dry Bulb Temperature
39.814,36.903,TUR,-19.6,4.5,-28,-31.3
39.71,39.527,TUR,-19.1,5.3,-29,-32.9
39.957,41.17,TUR,-32.4,2.9,-37.9,-40
40.562,43.115,TUR,-27.3,3.6,-33.9,-36.5
40.183,25.9,TUR,-4,2.3,-8.2,-9.9
40.138,26.427,TUR,-4.9,1.8,-8.4,-9.7
40.318,27.978,TUR,-6.8,2.4,-11.3,-13.1
40.183,29.067,TUR,-7.4,3,-12.9,-15.1
40.15,29.967,TUR,-15.5,3,-21.1,-23.3
39.784,30.582,TUR,-14.1,3.4,-20.5,-23
40.128,32.995,TUR,-17.3,4.3,-25.4,-28.6
39.95,32.689,TUR,-13.2,3.2,-19.2,-21.5
39.95,32.883,TUR,-11.7,3.2,-17.8,-20.1
39.933,32.75,TUR,-12.4,3.1,-18.2,-20.4
39.85,33.517,TUR,-10.4,3.6,-17.2,-19.8
39.619,27.926,TUR,-8.9,3.4,-15.2,-17.6
39.15,34.167,TUR,-14.8,5.8,-25.7,-29.9
38.468,43.332,TUR,-15.7,2.1,-19.7,-21.2
39.067,26.883,TUR,N/A,N/A,N/A,N/A
38.809,27.834,TUR,-5.6,2,-9.3,-10.8
38.683,29.4,TUR,-9.9,2.4,-14.4,-16.2
38.73,30.6,TUR,-16.2,5.4,-26.2,-30.1
38.767,34.533,TUR,-15.6,4.4,-23.8,-27
38.77,35.495,TUR,-18.8,4.6,-27.3,-30.6
38.435,38.091,TUR,-15.5,3.6,-22.2,-24.8
40.735,30.083,TUR,-5.7,1.8,-9.2,-10.5
38.607,39.291,TUR,-13.8,3.5,-20.4,-23
38.867,40.5,TUR,-14.9,4.1,-22.5,-25.4
38.513,27.01,TUR,-4.1,1.7,-7.2,-8.4
38.292,27.157,TUR,-5.5,1.8,-8.8,-10
37.85,27.85,TUR,-2.5,1.3,-4.9,-5.8
37.783,29.083,TUR,-4.7,2.2,-8.8,-10.4
37.785,30.582,TUR,-11.2,2.6,-15.9,-17.8
37.855,30.368,TUR,-11,2.4,-15.5,-17.2
37.979,32.562,TUR,-15.3,4,-22.8,-25.7
36.947,37.479,TUR,-7.7,1.9,-11.2,-12.5
37.094,38.847,TUR,-2.9,1.6,-5.8,-6.9
37.25,27.667,TUR,-2.5,1.3,-5,-6
37.894,40.201,TUR,-12,4.9,-21.2,-24.7
37.14,27.67,TUR,1.1,2.4,-3.4,-5.2
37.217,28.367,TUR,-5.1,1.5,-8,-9.1
36.713,28.793,TUR,0,1.5,-2.8,-4
36.899,30.8,TUR,-0.5,1.9,-4,-5.4
36.55,32,TUR,4.3,2,0.5,-0.9
36.383,33.933,TUR,N/A,N/A,N/A,N/A
37,35.417,TUR,-2,1.7,-5.3,-6.6
36.982,35.28,TUR,-1.8,1.7,-5,-6.2
36.573,36.154,TUR,3.7,1.3,1.2,0.2
36.3,30.15,TUR,3.2,2.2,-1,-2.6
35.2,33.35,CYP,-1.7,1.2,-3.8,-4.7
35.15,33.5,CYP,-1.1,1.4,-3.7,-4.7
34.718,32.486,CYP,2.3,1.9,-1.3,-2.7
34.59,32.988,CYP,2.4,2,-1.2,-2.6
34.875,33.625,CYP,1.9,1.3,-0.5,-1.4
80.617,58.05,RUS,-35.8,3.4,-42.2,-44.6
79.483,76.983,RUS,-38.7,3.6,-45.3,-47.9
79.55,90.567,RUS,-40.4,3.4,-46.8,-49.2
78.067,14.25,SJM,-23.7,3.4,-30.1,-32.5
77.5,82.2,RUS,-41.5,2.8,-46.7,-48.7
77.717,104.3,RUS,-41.1,3,-46.7,-48.9
76.95,68.55,RUS,-34.7,1.7,-37.8,-39
76.18,62.57,RUS,-34.2,2.4,-38.7,-40.4
75.417,88.9,RUS,N/A,N/A,N/A,N/A
74.5,102.5,RUS,N/A,N/A,N/A,N/A
73.333,70.05,RUS,-39.1,2.7,-44.1,-46
73.5,80.4,RUS,-39.9,2.7,-44.8,-46.8
72.367,52.7,RUS,-28,1.9,-31.4,-32.8
71.483,71.817,RUS,N/A,N/A,N/A,N/A
71.983,102.467,RUS,-49.1,2.7,-54.2,-56.1
70.717,57.617,RUS,N/A,N/A,N/A,N/A
70.45,59.083,RUS,N/A,N/A,N/A,N/A
70.35,74.133,RUS,N/A,N/A,N/A,N/A
70.167,72.517,RUS,N/A,N/A,N/A,N/A
76.8,110.833,RUS,N/A,N/A,N/A,N/A
76.15,152.833,RUS,-39.2,1.9,-42.8,-44.2
75.533,113.517,RUS,N/A,N/A,N/A,N/A
76,137.867,RUS,-40.4,1.4,-43,-44
74.667,112.933,RUS,-42.2,2.2,-46.4,-48
73.183,143.233,RUS,N/A,N/A,N/A,N/A
71.967,114.083,RUS,-51.4,3.1,-57.3,-59.5
71.698,128.903,RUS,-44.6,2.6,-49.4,-51.3
70.683,127.4,RUS,-52,2.8,-57.2,-59.2
70.767,136.217,RUS,-47.9,2,-51.6,-53
70.617,147.883,RUS,-46.4,1.8,-49.7,-51
70.633,162.483,RUS,-41,1.4,-43.7,-44.7
70.983,-178.65,RUS,-35.2,2.6,-40.2,-42.1
69.2,35.117,RUS,-21.3,2.6,-26.3,-28.2
68.6,31.8,RUS,-35.8,3.8,-43,-45.7
68.782,32.751,RUS,-33.4,5.8,-44.3,-48.5
68,35.033,RUS,-37,3.4,-43.4,-45.8
68.65,43.3,RUS,-22.2,2.2,-26.4,-28
67.15,32.35,RUS,-32.1,3.6,-38.9,-41.5
67.35,37.05,RUS,-36.9,3.5,-43.4,-46
67.883,44.15,RUS,-31.6,3.3,-37.8,-40.2
67.8,46.667,RUS,-26.6,2.5,-31.2,-33
67.683,48.683,RUS,N/A,N/A,N/A,N/A
66.683,34.35,RUS,-30.4,4.2,-38.1,-41.1
66.183,39.533,RUS,-26,3.4,-32.4,-34.9
66.383,43.25,RUS,N/A,N/A,N/A,N/A
65.883,31.833,RUS,-32.4,3.6,-39.2,-41.8
65.217,31.167,RUS,-35.5,4.3,-43.4,-46.5
65.9,34.767,RUS,N/A,N/A,N/A,N/A
65.2,36.817,RUS,N/A,N/A,N/A,N/A
65.867,44.217,RUS,-35.3,2.4,-39.7,-41.4
64.983,34.8,RUS,-28.2,3.7,-35.2,-37.9
64.95,34.65,RUS,-29.4,5,-38.7,-42.3
64.6,40.717,RUS,-35.3,3.1,-41.1,-43.4
64.7,43.383,RUS,-36.5,3.6,-43.3,-45.9
64.75,47.65,RUS,-40.6,3.7,-47.6,-50.3
63.833,30.817,RUS,-32.8,3.5,-39.4,-41.9
63.767,34.283,RUS,-31.5,5,-40.9,-44.5
63.9,38.117,RUS,-31.9,4.4,-40.1,-43.3
63.583,45.633,RUS,-39.7,4.3,-47.8,-50.9
63.45,48.9,RUS,-36.4,4.7,-45.1,-48.5
62.917,34.433,RUS,-31.6,4.1,-39.2,-42.2
62.1,42.9,RUS,-37.2,2.9,-42.7,-44.8
62.233,45.017,RUS,-37.6,2.9,-43.1,-45.3
62.167,49.117,RUS,-37.2,1.7,-40.4,-41.6
61.717,30.717,RUS,-28.2,4.1,-35.9,-38.9
61.817,34.267,RUS,-29.4,4,-36.8,-39.7
61.8,36.583,RUS,-34.1,3.6,-40.9,-43.5
61.017,36.45,RUS,-33.3,3.3,-39.5,-41.9
61.5,38.933,RUS,-32.9,3.4,-39.3,-41.8
61.667,40.183,RUS,-30.9,3.2,-36.8,-39.1
61.083,42.067,RUS,-34.8,3.6,-41.5,-44.2
61.233,46.717,RUS,-36.1,3.5,-42.7,-45.3
60.717,28.733,RUS,-25.5,4.3,-33.6,-36.7
60.017,37.75,RUS,-33,2.5,-37.7,-39.5
60.467,40.2,RUS,-31.4,3.4,-37.7,-40.2
60.367,49.65,RUS,-33.7,3.7,-40.5,-43.2
69.75,61.7,RUS,-35.5,3.3,-41.7,-44.1
69.717,66.8,RUS,-40.9,3.6,-47.6,-50.2
69.083,76.85,RUS,N/A,N/A,N/A,N/A
69.4,86.167,RUS,-47.5,3.2,-53.4,-55.7
68.5,73.583,RUS,-43.8,3.9,-51.1,-53.9
67.633,53.033,RUS,-40.8,3.5,-47.4,-50
67.033,59.4,RUS,-45.2,3.1,-51.1,-53.3
57.19,65.324,RUS,-34.3,3.9,-41.6,-44.4
67.483,64.017,RUS,-41.6,3.8,-48.7,-51.4
67.683,72.883,RUS,N/A,N/A,N/A,N/A
67.467,78.733,RUS,-45.1,4.2,-52.9,-56
67.467,86.567,RUS,-47.4,3.6,-54.2,-56.8
66.533,66.667,RUS,-42.6,3.7,-49.4,-52.1
66.9,65.667,RUS,-36.3,4.2,-44.1,-47.1
66.1,76.783,RUS,-45,5.1,-54.6,-58.3
66.883,93.467,RUS,-52.5,2.6,-57.4,-59.3
65.433,52.267,RUS,-38.3,4.4,-46.5,-49.7
65.967,56.917,RUS,-39.7,4,-47.1,-50
65.133,57.133,RUS,-42.5,3.4,-48.9,-51.4
65.483,64.717,RUS,-43.2,3.3,-49.3,-51.7
60.949,76.484,RUS,-39.6,3.7,-46.6,-49.3
65.783,87.933,RUS,-48,3.4,-54.4,-56.9
64.283,60.883,RUS,N/A,N/A,N/A,N/A
64.917,77.817,RUS,-45.4,4.6,-54.1,-57.5
63.55,53.817,RUS,-37.5,3.5,-44,-46.5
63.65,62.1,RUS,-41.4,4.6,-50,-53.4
63.933,65.05,RUS,-42.5,3.9,-49.9,-52.7
63.15,87.95,RUS,-47.6,2.9,-53,-55.1
62.983,50.9,RUS,-41.5,3.4,-47.8,-50.2
62.7,56.2,RUS,-38.8,3.7,-45.6,-48.3
62.433,60.867,RUS,-41.5,2.7,-46.5,-48.5
62.45,66.05,RUS,-39,4.1,-46.7,-49.7
62.19,74.534,RUS,N/A,N/A,N/A,N/A
61.683,53.683,RUS,-37.3,5,-46.7,-50.4
61.647,50.845,RUS,-36.4,3.3,-42.6,-45
61.344,73.402,RUS,-42.1,4.5,-50.6,-53.9
61.6,90.017,RUS,-46.6,3.8,-53.8,-56.5
61.667,96.367,RUS,-48,3.5,-54.6,-57.1
60.283,54.35,RUS,-34.8,3.8,-41.8,-44.6
60.4,56.517,RUS,-35,3.9,-42.4,-45.2
60.683,60.45,RUS,-39.5,3.2,-45.4,-47.7
60.317,64.217,RUS,-39.9,3.7,-46.9,-49.6
61.028,69.086,RUS,-39.8,4,-47.3,-50.3
60.433,77.867,RUS,-41.8,4.3,-49.7,-52.8
60.35,84.083,RUS,-44.4,3.6,-51.2,-53.9
61.033,89.633,RUS,-44.5,3.8,-51.5,-54.2
60.35,88.367,RUS,-48.8,4.8,-57.8,-61.3
60.25,90.233,RUS,-45.7,3.9,-53,-55.9
68.5,112.433,RUS,-51.6,2.8,-56.8,-58.8
68.733,124,RUS,-52,1.5,-54.8,-55.9
66.4,112.03,RUS,-46,3.7,-52.9,-55.5
66.25,114.283,RUS,-54.2,2.2,-58.3,-59.8
66.767,123.4,RUS,-51.1,3,-56.7,-58.9
64.267,100.233,RUS,-51,2.4,-55.5,-57.3
63.283,118.333,RUS,-52.1,3.6,-58.9,-61.5
63.767,121.617,RUS,-49.7,2.6,-54.6,-56.4
63.967,127.467,RUS,-49.6,2.3,-54,-55.7
63.517,129.483,RUS,-53.6,2.5,-58.2,-60
63.95,135.867,RUS,-53.6,1.5,-56.4,-57.5
63.033,112.483,RUS,-45.4,3.7,-52.3,-55
62.535,114.039,RUS,-46.4,3.6,-53.1,-55.7
62.15,117.65,RUS,-51.6,3.6,-58.3,-60.9
62.033,132.6,RUS,-54.1,1.9,-57.7,-59.2
61.267,108.017,RUS,-49.9,2.4,-54.3,-56.1
61.483,129.15,RUS,-52.9,2.5,-57.6,-59.4
60.333,102.267,RUS,-50.8,3.2,-56.7,-59
60.717,114.883,RUS,-47.8,3.4,-54.2,-56.7
60.367,120.417,RUS,-48.7,3.1,-54.5,-56.7
60.817,125.317,RUS,-48.4,2.6,-53.2,-55.1
62.017,129.717,RUS,-49.3,2.4,-53.8,-55.5
60.9,131.983,RUS,-53.8,2.4,-58.3,-60
60.383,134.45,RUS,-52,1.7,-55.1,-56.3
60.717,142.783,RUS,N/A,N/A,N/A,N/A
60.083,142.333,RUS,-43.8,2.2,-47.9,-49.5
68.75,161.283,RUS,-45.3,2.4,-49.8,-51.5
68.9,-179.633,RUS,-39.9,1.7,-43.1,-44.4
67.25,167.967,RUS,-52.5,2.1,-56.5,-58
66.55,159.417,RUS,N/A,N/A,N/A,N/A
66.35,-179.117,RUS,-36.3,3.7,-43.3,-46.1
66.15,-169.833,RUS,-36.2,3.2,-42.2,-44.6
65.733,150.9,RUS,-50,1.7,-53.2,-54.4
65.233,160.533,RUS,-52.6,1.4,-55.2,-56.2
64.217,164.233,RUS,-51.7,2.8,-57,-59.1
64.683,170.417,RUS,-48.3,2.6,-53.2,-55.2
64.735,177.741,RUS,-39.9,2.2,-44,-45.5
64.378,-173.243,RUS,-31.9,3.4,-38.3,-40.7
64,158.917,RUS,N/A,N/A,N/A,N/A
63.017,179.283,RUS,-34.7,5,-44,-47.6
62.917,152.417,RUS,-52.4,1.6,-55.4,-56.5
62.483,166.217,RUS,N/A,N/A,N/A,N/A
61.917,158.983,RUS,-33.3,1.9,-36.9,-38.2
60.85,151.767,RUS,-42.8,3,-48.4,-50.6
59.911,150.72,RUS,-40.4,5,-49.8,-53.4
60.35,166,RUS,-30.3,2.1,-34.3,-35.8
60.433,169.667,RUS,-30.4,3.7,-37.3,-40
57.917,22.05,EST,-15.3,4.2,-23.1,-26.1
59.383,24.033,EST,-18.9,5.2,-28.5,-32.3
59.413,24.833,EST,-22.2,4.8,-31.1,-34.5
59.517,26.55,EST,-22.1,4.6,-30.6,-33.9
59.333,27.383,EST,-26.2,5.2,-35.8,-39.6
59.389,28.109,EST,-24,4.7,-32.8,-36.2
59.367,28.6,RUS,-25.7,4.2,-33.5,-36.5
59.8,30.263,RUS,-26,3.9,-33.3,-36.2
59.35,31.233,RUS,-28.7,5.4,-38.8,-42.7
59.65,33.55,RUS,-32,3.5,-38.6,-41.2
53.882,28.031,BLR,-25.9,4.2,-33.6,-36.6
58.917,22.067,EST,-14.4,4.7,-23.2,-26.6
58.95,23.817,EST,-23.5,4.7,-32.3,-35.7
58.567,23.517,EST,-21.2,4.8,-30.2,-33.8
58.967,24.733,EST,-25.9,5.1,-35.4,-39.1
58.817,25.417,EST,-25.1,4.3,-33.1,-36.2
59.133,26.233,EST,-24.7,4.7,-33.4,-36.8
58.75,26.417,EST,-27.3,5.8,-38.1,-42.3
58.867,26.95,EST,-25.2,6.1,-36.6,-41.1
58.567,29.8,RUS,-26.4,3.5,-32.9,-35.4
58.383,21.817,EST,-15.4,4.4,-23.6,-26.8
58.233,22.5,EST,-17.8,5.1,-27.2,-30.9
58.1,23.967,EST,-18.7,4.9,-27.9,-31.5
57.783,23.25,EST,-13.8,4.2,-21.6,-24.6
57.867,24.367,LVA,-23.4,3.9,-30.7,-33.6
58.417,24.467,EST,-21.3,4.8,-30.2,-33.7
58.367,25.6,EST,-24.9,4.7,-33.7,-37.1
57.9,25.383,LVA,N/A,N/A,N/A,N/A
58.307,26.69,EST,-24.8,4.6,-33.3,-36.6
57.783,26.033,EST,-24.5,5.1,-34,-37.7
57.85,27.017,EST,-26.7,5.4,-36.8,-40.7
57.817,28.333,RUS,-25.8,4.6,-34.3,-37.6
58.017,31.317,RUS,-27.6,4,-35.1,-38
57.9,34.03,RUS,-29.1,3.2,-35,-37.3
57.75,22.6,LVA,-15.3,4.9,-24.5,-28.1
57.4,21.533,LVA,-16.7,4.7,-25.5,-28.9
57.183,22.55,LVA,-20.3,4.5,-28.7,-32
57.35,23.117,LVA,-21.3,5.7,-32,-36.2
57.317,24.417,LVA,N/A,N/A,N/A,N/A
57.317,25.333,LVA,-23.3,3.6,-30.1,-32.7
57.433,27.033,LVA,-24.2,4,-31.6,-34.5
57.133,26.717,LVA,-23.1,4.4,-31.4,-34.6
57.017,28.9,RUS,-25.1,4.6,-33.7,-37
57.15,31.183,RUS,N/A,N/A,N/A,N/A
57.133,33.117,RUS,-29.5,3.1,-35.3,-37.5
57.35,21.533,LVA,-19.7,4.9,-28.8,-32.3
56.518,21.097,LVA,-19,4.9,-28.2,-31.8
56.683,22.5,LVA,-22.4,4.1,-30.1,-33.1
56.917,23.967,LVA,-20.3,5.6,-30.8,-34.9
56.967,24.05,LVA,-23,4.4,-31.2,-34.4
56.617,23.317,LVA,-21.2,3.9,-28.5,-31.3
56.65,23.733,LVA,-23.9,4.8,-32.8,-36.2
56.517,25.917,LVA,N/A,N/A,N/A,N/A
56.533,27.267,LVA,-25.5,3.6,-32.2,-34.8
56.35,30.62,RUS,-26.8,4,-34.3,-37.2
56.267,34.317,RUS,-27.7,3,-33.3,-35.4
56.5,34.933,RUS,-29.8,4.1,-37.6,-40.6
55.973,21.094,LTU,-17.6,4.4,-25.8,-29
55.883,23.383,LTU,-23.1,4.7,-31.8,-35.2
55.733,21.083,LTU,-16.8,4,-24.2,-27.1
55.617,22.233,LTU,-20.9,3.9,-28.2,-31
55.933,23.317,LTU,-21.9,5,-31.2,-34.9
56.2,24.767,LTU,-23.6,4.1,-31.3,-34.3
55.867,26.617,LVA,-25.9,4.8,-34.8,-38.2
55.817,27.95,BLR,-25.6,3.5,-32.2,-34.8
55.85,32.95,RUS,-27.5,2.6,-32.4,-34.3
54.883,23.833,LTU,-21.5,4.3,-29.5,-32.6
54.964,24.085,LTU,-21.7,4.1,-29.3,-32.3
55.517,25.583,LTU,-24.9,4.9,-34,-37.5
55.05,26.317,BLR,-25.1,3.8,-32.1,-34.9
54.883,28.7,BLR,-24.4,3,-29.9,-32.1
55.127,30.35,BLR,-25.5,3.6,-32.3,-34.9
55.167,34.4,RUS,-28.5,3.2,-34.5,-36.8
54.89,20.593,RUS,-19.4,4.8,-28.5,-32
54.634,25.286,LTU,-22.8,3.7,-29.7,-32.4
54.5,30.417,BLR,-25.8,2.9,-31.2,-33.3
54.75,32.067,RUS,-25.5,3.1,-31.2,-33.4
53.6,24.05,BLR,-21.9,4,-29.4,-32.3
53.85,25.317,BLR,-22.4,3.2,-28.4,-30.7
53.864,27.54,BLR,-23.6,3.8,-30.7,-33.5
53.95,30.067,BLR,-25.2,3.2,-31.1,-33.4
53.933,32.833,RUS,-24.8,3.1,-30.5,-32.8
53.35,32.067,BLR,-25.3,3.3,-31.4,-33.8
53.214,34.176,RUS,-24.5,3,-30.1,-32.2
53.117,26,BLR,-23.1,3.8,-30.2,-33
53.033,27.55,BLR,-24.1,3.7,-31.1,-33.8
53.217,29.183,BLR,-25.3,3.1,-31.2,-33.4
52.583,33.767,RUS,-25.4,3.3,-31.6,-34.1
59.4,35.9,RUS,N/A,N/A,N/A,N/A
59.233,39.867,RUS,-33.1,3.3,-39.2,-41.5
59.967,42.767,RUS,-33.6,3.1,-39.4,-41.6
59.533,45.467,RUS,-34.9,3.8,-41.9,-44.7
59.85,48.283,RUS,-35.6,4.2,-43.5,-46.5
59.267,38.017,RUS,-34.5,3.2,-40.5,-42.9
58.65,49.617,RUS,-35.7,4.4,-43.8,-47
58.567,49.567,RUS,-31.4,3.7,-38.3,-40.9
57.8,35.883,RUS,-30.4,4.3,-38.4,-41.5
57.8,36.7,RUS,-31.2,4.9,-40.3,-43.8
58.1,38.683,RUS,-30.3,3.1,-36.1,-38.4
58.483,41.533,RUS,-32.8,3.6,-39.6,-42.2
58.35,43.383,RUS,-32.7,2.9,-38.1,-40.2
58.367,45.533,RUS,-35.9,3.1,-41.7,-43.9
57.2,39.417,RUS,-29.8,2.9,-35.3,-37.4
57.333,43.117,RUS,-29.3,3.3,-35.4,-37.8
57.133,45.167,RUS,-31.9,2.9,-37.3,-39.4
57.667,46.633,RUS,-31.2,4,-38.7,-41.6
57.55,49.95,RUS,-33,3.6,-39.7,-42.3
56.883,35.867,RUS,-29.1,3.1,-34.9,-37.1
56.333,46.583,RUS,-29.3,3.4,-35.6,-38.1
55.973,37.415,RUS,-27.5,3.3,-33.7,-36.1
55.592,37.261,RUS,-26.6,3.3,-32.9,-35.3
56.117,40.35,RUS,-28.3,3.4,-34.7,-37.2
56.217,43.817,RUS,-30.2,2.7,-35.3,-37.2
55.606,49.279,RUS,-30.2,3.3,-36.4,-38.8
55.565,52.093,RUS,-30.5,3.2,-36.5,-38.9
55.833,37.617,RUS,-24.9,3.4,-31.2,-33.6
54.95,41.767,RUS,-29.6,3.4,-35.9,-38.3
55.033,44.5,RUS,-29,3.7,-35.9,-38.6
54.817,46.583,RUS,-29.4,3.2,-35.3,-37.7
54.55,36.367,RUS,-28.9,3.4,-35.2,-37.7
54.1,35.35,RUS,-26.4,3.2,-32.4,-34.8
54.233,37.617,RUS,-28.4,3.2,-34.4,-36.7
54.633,39.7,RUS,-27.1,3.9,-34.4,-37.3
54.32,48.33,RUS,-31.5,4,-39.1,-42
53.783,39.25,RUS,N/A,N/A,N/A,N/A
53.717,40.117,RUS,-30.8,3.8,-37.8,-40.6
53.483,42.633,RUS,-30.4,3.4,-36.7,-39.2
52.933,36,RUS,-26.4,3.4,-32.8,-35.3
52.633,38.517,RUS,-26.7,3.5,-33.2,-35.7
52.8,41.333,RUS,-29.6,3.6,-36.2,-38.9
53.133,45.017,RUS,-30,3.4,-36.3,-38.8
53.183,48.4,RUS,-29.3,3.5,-35.9,-38.4
59.35,52.25,RUS,-37.7,4.1,-45.2,-48.2
59.6,60.533,RUS,-35.5,3.4,-41.8,-44.3
59.433,62.333,RUS,-35.2,3.7,-42.2,-44.9
59.617,65.717,RUS,-37.1,4.7,-46,-49.4
59.6,69.283,RUS,-37.2,4,-44.5,-47.4
58.983,54.65,RUS,-35.6,3.9,-42.8,-45.6
58.867,60.783,RUS,-37.7,2.5,-42.4,-44.3
58.133,52.583,RUS,-35.5,3.1,-41.4,-43.7
58.083,54.683,RUS,-32.3,3.6,-39,-41.6
58,56.333,RUS,-32.8,4.9,-42,-45.6
57.915,56.021,RUS,-34,3.6,-40.7,-43.3
57.883,60.067,RUS,-34.4,2.8,-39.7,-41.7
58.05,63.683,RUS,-34.9,3,-40.5,-42.6
58.15,68.25,RUS,-38.8,3.5,-45.3,-47.9
57.083,54.75,RUS,-33.4,3.6,-40,-42.6
57.717,55.383,RUS,-33.8,3.5,-40.3,-42.9
57.35,58.217,RUS,-37.1,3.9,-44.3,-47.1
57.117,65.433,RUS,-34.5,3,-40.1,-42.3
57.683,71.183,RUS,-39.3,3.7,-46.3,-49
57.517,72.4,RUS,-38.2,3.6,-44.9,-47.5
56.833,53.45,RUS,-32.5,3.5,-39.1,-41.7
56.267,54.9,RUS,-37.7,4.1,-45.4,-48.4
56.5,56.133,RUS,-37,3.6,-43.7,-46.3
56.65,57.783,RUS,-39.3,2.9,-44.7,-46.8
56.743,60.803,RUS,-34.4,3.9,-41.6,-44.4
56.85,62.717,RUS,-34.5,3.5,-41,-43.5
56.683,66.35,RUS,-36.4,3.8,-43.5,-46.2
56.817,70.617,RUS,-35.9,3.6,-42.6,-45.1
56.933,72.667,RUS,-38.6,3.9,-45.8,-48.6
56.9,74.383,RUS,-39.8,3.9,-47.1,-49.9
56.173,92.493,RUS,-38.9,4.7,-47.6,-51
55.767,52.067,RUS,-30.9,4.1,-38.6,-41.6
56.083,56.583,RUS,-36.1,4,-43.7,-46.6
55.7,57.9,RUS,-33.9,3.1,-39.6,-41.9
56.083,60.3,RUS,-34.5,3.2,-40.5,-42.8
56.067,63.65,RUS,-33.4,3.3,-39.6,-41.9
56.1,69.433,RUS,-36.9,3.7,-43.9,-46.6
55.867,72.2,RUS,-36.8,3.7,-43.6,-46.3
55.567,71.367,RUS,-36.3,3.6,-42.9,-45.5
56.1,74.633,RUS,-38.2,4.4,-46.4,-49.6
55.6,73.483,RUS,N/A,N/A,N/A,N/A
55.183,53.8,RUS,-35.3,3.2,-41.2,-43.5
55.417,55.533,RUS,-30.8,3.4,-37.2,-39.7
55.306,61.503,RUS,-32,3.4,-38.2,-40.7
55.15,61.3,RUS,-34.7,4.3,-42.8,-45.9
55.233,63.317,RUS,-32.8,3.1,-38.7,-40.9
55.467,65.4,RUS,-34.8,3.6,-41.6,-44.2
55.25,67.3,RUS,-35.3,3.1,-41.1,-43.3
54.83,69.15,KAZ,-36.2,3.5,-42.6,-45.1
54.9,71.25,RUS,-36.2,3.8,-43.3,-46
55.033,74.583,RUS,-36.8,4.6,-45.3,-48.6
54.967,73.311,RUS,-35.4,3.4,-41.7,-44.2
54.617,52.8,RUS,-29.8,3.7,-36.8,-39.4
54.558,55.874,RUS,-35.6,3.2,-41.5,-43.8
54.083,61.617,RUS,-34.2,3.5,-40.6,-43.1
54.467,64.867,RUS,-35.6,3.4,-41.9,-44.4
54.367,66.967,KAZ,-36.3,3.9,-43.5,-46.3
53.74,91.385,RUS,-36.9,4,-44.4,-47.3
54.367,71.75,RUS,-35.8,3.8,-43,-45.8
54.633,72.433,RUS,-36,4.2,-44,-47
54.2,72.967,RUS,-36,3.5,-42.5,-45.1
54.167,74.8,RUS,-35.5,3.5,-42.1,-44.6
53.25,50.45,RUS,-31.3,2.8,-36.6,-38.7
53.583,56,RUS,-34.4,3.3,-40.6,-43
53.35,59.083,RUS,-32.5,3.1,-38.2,-40.5
53.317,65.55,KAZ,-33.6,4,-41.1,-44.1
53.317,68.1,KAZ,N/A,N/A,N/A,N/A
53.283,69.383,KAZ,-35,4,-42.5,-45.5
53.505,50.164,RUS,-29.2,3.2,-35.2,-37.6
52.817,52.217,RUS,-32.2,3.6,-38.8,-41.4
52.917,55.917,RUS,-37.6,4.1,-45.2,-48.2
53.217,63.617,KAZ,-34.7,3.7,-41.5,-44.2
52.817,66.967,KAZ,-35.2,3,-40.9,-43.1
52.533,68.75,KAZ,-37,3.1,-42.8,-45.1
52.95,70.217,KAZ,-36.8,2.9,-42.2,-44.4
59.85,81.95,RUS,-43.4,3.8,-50.6,-53.3
59.5,91.017,RUS,N/A,N/A,N/A,N/A
59.217,78.233,RUS,-40.3,4.4,-48.4,-51.6
59.05,80.833,RUS,-42.4,4.2,-50.2,-53.2
57.8,77.217,RUS,-42.7,4.3,-50.9,-54
58.317,82.95,RUS,-42,3.7,-48.9,-51.6
58.45,89.467,RUS,-44.4,3.6,-51.2,-53.9
58.45,92.15,RUS,-42,4.1,-49.6,-52.5
58.083,93,RUS,-41.3,5.1,-50.9,-54.6
58.383,97.45,RUS,-42.6,3.9,-50,-52.8
57.533,79.367,RUS,-41.8,3.6,-48.5,-51.2
57,82.067,RUS,-41.4,3.3,-47.4,-49.8
57.067,86.217,RUS,-39.5,3.5,-46.2,-48.8
57.633,92.267,RUS,N/A,N/A,N/A,N/A
56.967,90.683,RUS,N/A,N/A,N/A,N/A
56.6,76.567,RUS,-40.3,4.2,-48.1,-51.1
56.35,78.35,RUS,-40.6,4.2,-48.4,-51.4
56.5,84.917,RUS,-38.8,3.5,-45.4,-48
56.533,89.317,RUS,N/A,N/A,N/A,N/A
56.283,90.517,RUS,-34.7,5,-43.9,-47.5
56.9,93.133,RUS,-41,4.4,-49.2,-52.4
56.5,93.283,RUS,N/A,N/A,N/A,N/A
56.85,95.217,RUS,-43.1,4.2,-50.9,-54
55.85,80.033,RUS,-41.6,3.8,-48.7,-51.4
55.983,82.7,RUS,-41.1,4.6,-49.7,-53.1
56.183,87.683,RUS,-40.2,3.9,-47.5,-50.3
56.217,89.55,RUS,-37.4,5.2,-47.2,-50.9
55.75,88.317,RUS,-39.3,4.7,-48,-51.4
56.1,91.667,RUS,-37.1,4.5,-45.4,-48.6
56.067,92.733,RUS,-36.3,4.1,-44,-47
